Source_Name,Target_Name,Action_Sentiment_immuneXpresso,NumPapers_immuneXpresso,Enrichment_Score_immuneXpresso,Source_cell_ontology_ID,ImmunoGlobe_reference
CD8_alpha-positive CD11b-negative dendritic cell,CCL19,NA,NA,NA,CL_0001000,"350|Dendritic cells secrete CCL19, which attracts T cells to the developing lymph node,350|Dendritic cells with CCR7—a receptor for CCL21—are attracted to the site of the developing lymph node by CCL21 (second panel); it is not known whether at the earliest stages of lymph-node development immature dendritic cells enter from the bloodstream or via the lymphatics, as they do later in life. once in the lymph node, the dendritic cells express the chemokine CCL19, which is also bound by CCR7.,351|CCL21 is produced by stromal cells of T-cell zones in secondary lymphoid tissues, and is displayed on endothelial cells of high endothelial venules (HEVs). Another source of CCL21 is interdigitating dendritic cells, which also produce CCL19 and are prominent in T-cell zones.,351|This organization would then be reinforced by CCL21 and CCL19 secreted by resident dendritic cells, which in turn attract more T cells and migratory dendritic cells.,355|Once naive T cells have arrived in the T-cell zone via high endothelial venules, CCR7 directs their retention in this location, as they are attracted to dendritic cells that produce CCL21 and CCL19 in the T-cell zone.,362|Activated dendritic cells also express very high levels of adhesion molecules, including DC-SIGN, and they secrete the chemokine CCL19, which specifically attracts naive T cells.,403|Naive T cells express the chemokine receptor CCR7, and localize to zones where its ligands, CCL19 and CCL21, are highly expressed by stromal cells and dendritic cells (see Section 9-3)."
conventional dendritic cell,CCL19,NA,NA,NA,CL_0000990,"350|Dendritic cells secrete CCL19, which attracts T cells to the developing lymph node,350|Dendritic cells with CCR7—a receptor for CCL21—are attracted to the site of the developing lymph node by CCL21 (second panel); it is not known whether at the earliest stages of lymph-node development immature dendritic cells enter from the bloodstream or via the lymphatics, as they do later in life. once in the lymph node, the dendritic cells express the chemokine CCL19, which is also bound by CCR7.,351|CCL21 is produced by stromal cells of T-cell zones in secondary lymphoid tissues, and is displayed on endothelial cells of high endothelial venules (HEVs). Another source of CCL21 is interdigitating dendritic cells, which also produce CCL19 and are prominent in T-cell zones.,351|This organization would then be reinforced by CCL21 and CCL19 secreted by resident dendritic cells, which in turn attract more T cells and migratory dendritic cells.,355|Once naive T cells have arrived in the T-cell zone via high endothelial venules, CCR7 directs their retention in this location, as they are attracted to dendritic cells that produce CCL21 and CCL19 in the T-cell zone.,362|Activated dendritic cells also express very high levels of adhesion molecules, including DC-SIGN, and they secrete the chemokine CCL19, which specifically attracts naive T cells.,403|Naive T cells express the chemokine receptor CCR7, and localize to zones where its ligands, CCL19 and CCL21, are highly expressed by stromal cells and dendritic cells (see Section 9-3)."
Langerhans cell,CCL19,NA,NA,NA,CL_0000453,"350|Dendritic cells secrete CCL19, which attracts T cells to the developing lymph node,350|Dendritic cells with CCR7—a receptor for CCL21—are attracted to the site of the developing lymph node by CCL21 (second panel); it is not known whether at the earliest stages of lymph-node development immature dendritic cells enter from the bloodstream or via the lymphatics, as they do later in life. once in the lymph node, the dendritic cells express the chemokine CCL19, which is also bound by CCR7.,351|CCL21 is produced by stromal cells of T-cell zones in secondary lymphoid tissues, and is displayed on endothelial cells of high endothelial venules (HEVs). Another source of CCL21 is interdigitating dendritic cells, which also produce CCL19 and are prominent in T-cell zones.,351|This organization would then be reinforced by CCL21 and CCL19 secreted by resident dendritic cells, which in turn attract more T cells and migratory dendritic cells.,355|Once naive T cells have arrived in the T-cell zone via high endothelial venules, CCR7 directs their retention in this location, as they are attracted to dendritic cells that produce CCL21 and CCL19 in the T-cell zone.,362|Activated dendritic cells also express very high levels of adhesion molecules, including DC-SIGN, and they secrete the chemokine CCL19, which specifically attracts naive T cells.,403|Naive T cells express the chemokine receptor CCR7, and localize to zones where its ligands, CCL19 and CCL21, are highly expressed by stromal cells and dendritic cells (see Section 9-3)."
myeloid dendritic cell,CCL19,NA,NA,NA,CL_0000782,"350|Dendritic cells secrete CCL19, which attracts T cells to the developing lymph node,350|Dendritic cells with CCR7—a receptor for CCL21—are attracted to the site of the developing lymph node by CCL21 (second panel); it is not known whether at the earliest stages of lymph-node development immature dendritic cells enter from the bloodstream or via the lymphatics, as they do later in life. once in the lymph node, the dendritic cells express the chemokine CCL19, which is also bound by CCR7.,351|CCL21 is produced by stromal cells of T-cell zones in secondary lymphoid tissues, and is displayed on endothelial cells of high endothelial venules (HEVs). Another source of CCL21 is interdigitating dendritic cells, which also produce CCL19 and are prominent in T-cell zones.,351|This organization would then be reinforced by CCL21 and CCL19 secreted by resident dendritic cells, which in turn attract more T cells and migratory dendritic cells.,355|Once naive T cells have arrived in the T-cell zone via high endothelial venules, CCR7 directs their retention in this location, as they are attracted to dendritic cells that produce CCL21 and CCL19 in the T-cell zone.,362|Activated dendritic cells also express very high levels of adhesion molecules, including DC-SIGN, and they secrete the chemokine CCL19, which specifically attracts naive T cells.,403|Naive T cells express the chemokine receptor CCR7, and localize to zones where its ligands, CCL19 and CCL21, are highly expressed by stromal cells and dendritic cells (see Section 9-3)."
CD11b-positive dendritic cell,CCL21,NA,NA,NA,CL_0002465,"351|CCL21 is produced by stromal cells of T-cell zones in secondary lymphoid tissues, and is displayed on endothelial cells of high endothelial venules (HEVs). Another source of CCL21 is interdigitating dendritic cells, which also produce CCL19 and are prominent in T-cell zones.,351|This organization would then be reinforced by CCL21 and CCL19 secreted by resident dendritic cells, which in turn attract more T cells and migratory dendritic cells.,354|The extravasation of naive T cells is prompted by the chemokine CCL21, which is expressed by vascular high endothelial cells and the  stromal cells of lymphoid tissues, as well as by dendritic cells that reside in T-cell zones. It binds to the chemokine receptor CCR7 on naive T cells, stimulating activation of the intracellular receptor-associated G-protein subunit Gαi.,355|Once naive T cells have arrived in the T-cell zone via high endothelial venules, CCR7 directs their retention in this location, as they are attracted to dendritic cells that produce CCL21 and CCL19 in the T-cell zone.,403|Naive T cells express the chemokine receptor CCR7, and localize to zones where its ligands, CCL19 and CCL21, are highly expressed by stromal cells and dendritic cells (see Section 9-3)."
CD8_alpha-positive CD11b-negative dendritic cell,CCL21,NA,NA,NA,CL_0001000,"351|CCL21 is produced by stromal cells of T-cell zones in secondary lymphoid tissues, and is displayed on endothelial cells of high endothelial venules (HEVs). Another source of CCL21 is interdigitating dendritic cells, which also produce CCL19 and are prominent in T-cell zones.,351|This organization would then be reinforced by CCL21 and CCL19 secreted by resident dendritic cells, which in turn attract more T cells and migratory dendritic cells.,354|The extravasation of naive T cells is prompted by the chemokine CCL21, which is expressed by vascular high endothelial cells and the  stromal cells of lymphoid tissues, as well as by dendritic cells that reside in T-cell zones. It binds to the chemokine receptor CCR7 on naive T cells, stimulating activation of the intracellular receptor-associated G-protein subunit Gαi.,355|Once naive T cells have arrived in the T-cell zone via high endothelial venules, CCR7 directs their retention in this location, as they are attracted to dendritic cells that produce CCL21 and CCL19 in the T-cell zone.,403|Naive T cells express the chemokine receptor CCR7, and localize to zones where its ligands, CCL19 and CCL21, are highly expressed by stromal cells and dendritic cells (see Section 9-3)."
conventional dendritic cell,CCL21,NA,NA,NA,CL_0000990,"351|CCL21 is produced by stromal cells of T-cell zones in secondary lymphoid tissues, and is displayed on endothelial cells of high endothelial venules (HEVs). Another source of CCL21 is interdigitating dendritic cells, which also produce CCL19 and are prominent in T-cell zones.,351|This organization would then be reinforced by CCL21 and CCL19 secreted by resident dendritic cells, which in turn attract more T cells and migratory dendritic cells.,354|The extravasation of naive T cells is prompted by the chemokine CCL21, which is expressed by vascular high endothelial cells and the  stromal cells of lymphoid tissues, as well as by dendritic cells that reside in T-cell zones. It binds to the chemokine receptor CCR7 on naive T cells, stimulating activation of the intracellular receptor-associated G-protein subunit Gαi.,355|Once naive T cells have arrived in the T-cell zone via high endothelial venules, CCR7 directs their retention in this location, as they are attracted to dendritic cells that produce CCL21 and CCL19 in the T-cell zone.,403|Naive T cells express the chemokine receptor CCR7, and localize to zones where its ligands, CCL19 and CCL21, are highly expressed by stromal cells and dendritic cells (see Section 9-3)."
Langerhans cell,CCL21,NA,NA,NA,CL_0000453,"351|CCL21 is produced by stromal cells of T-cell zones in secondary lymphoid tissues, and is displayed on endothelial cells of high endothelial venules (HEVs). Another source of CCL21 is interdigitating dendritic cells, which also produce CCL19 and are prominent in T-cell zones.,351|This organization would then be reinforced by CCL21 and CCL19 secreted by resident dendritic cells, which in turn attract more T cells and migratory dendritic cells.,354|The extravasation of naive T cells is prompted by the chemokine CCL21, which is expressed by vascular high endothelial cells and the  stromal cells of lymphoid tissues, as well as by dendritic cells that reside in T-cell zones. It binds to the chemokine receptor CCR7 on naive T cells, stimulating activation of the intracellular receptor-associated G-protein subunit Gαi.,355|Once naive T cells have arrived in the T-cell zone via high endothelial venules, CCR7 directs their retention in this location, as they are attracted to dendritic cells that produce CCL21 and CCL19 in the T-cell zone.,403|Naive T cells express the chemokine receptor CCR7, and localize to zones where its ligands, CCL19 and CCL21, are highly expressed by stromal cells and dendritic cells (see Section 9-3)."
myeloid dendritic cell,CCL21,NA,NA,NA,CL_0000782,"351|CCL21 is produced by stromal cells of T-cell zones in secondary lymphoid tissues, and is displayed on endothelial cells of high endothelial venules (HEVs). Another source of CCL21 is interdigitating dendritic cells, which also produce CCL19 and are prominent in T-cell zones.,351|This organization would then be reinforced by CCL21 and CCL19 secreted by resident dendritic cells, which in turn attract more T cells and migratory dendritic cells.,354|The extravasation of naive T cells is prompted by the chemokine CCL21, which is expressed by vascular high endothelial cells and the  stromal cells of lymphoid tissues, as well as by dendritic cells that reside in T-cell zones. It binds to the chemokine receptor CCR7 on naive T cells, stimulating activation of the intracellular receptor-associated G-protein subunit Gαi.,355|Once naive T cells have arrived in the T-cell zone via high endothelial venules, CCR7 directs their retention in this location, as they are attracted to dendritic cells that produce CCL21 and CCL19 in the T-cell zone.,403|Naive T cells express the chemokine receptor CCR7, and localize to zones where its ligands, CCL19 and CCL21, are highly expressed by stromal cells and dendritic cells (see Section 9-3)."
CD11b-positive dendritic cell,CXCL13,NA,NA,NA,CL_0002465,524|Figure 12.23
CD8_alpha-positive CD11b-negative dendritic cell,CXCL13,NA,NA,NA,CL_0001000,524|Figure 12.23
conventional dendritic cell,CXCL13,NA,NA,NA,CL_0000990,524|Figure 12.23
Langerhans cell,CXCL13,NA,NA,NA,CL_0000453,524|Figure 12.23
myeloid dendritic cell,CXCL13,NA,NA,NA,CL_0000782,524|Figure 12.23
CD11b-positive dendritic cell,CXCL8,NA,NA,NA,CL_0002465,"111|Important cytokines and chemokines secreted by dendritic cells and macrophages in response to bacterial products include IL-1β, IL-6, CXCL8, IL-12, and TNF-α. TnF-α is an inducer of a local inlammatory response that helps to contain infections. It also has systemic effects, many of which are harmful (discussed in Section 3-20). The chemokine CXCL8 is also involved in the local inlammatory response, helping to attract neutrophils to the site of infection. IL-1β, IL-6, and TnF-α have a crucial role in inducing the acute-phase response in the liver and inducing fever, which favors effective host defense in various ways. IL-12 activates natural killer (nK) cells and favors the differentiation of CD4 T cells into the TH1 subset in adaptive immunity.  And figure 3.27"
CD8_alpha-positive CD11b-negative dendritic cell,CXCL8,NA,NA,NA,CL_0001000,"111|Important cytokines and chemokines secreted by dendritic cells and macrophages in response to bacterial products include IL-1β, IL-6, CXCL8, IL-12, and TNF-α. TnF-α is an inducer of a local inlammatory response that helps to contain infections. It also has systemic effects, many of which are harmful (discussed in Section 3-20). The chemokine CXCL8 is also involved in the local inlammatory response, helping to attract neutrophils to the site of infection. IL-1β, IL-6, and TnF-α have a crucial role in inducing the acute-phase response in the liver and inducing fever, which favors effective host defense in various ways. IL-12 activates natural killer (nK) cells and favors the differentiation of CD4 T cells into the TH1 subset in adaptive immunity.  And figure 3.27"
conventional dendritic cell,CXCL8,NA,NA,NA,CL_0000990,"111|Important cytokines and chemokines secreted by dendritic cells and macrophages in response to bacterial products include IL-1β, IL-6, CXCL8, IL-12, and TNF-α. TnF-α is an inducer of a local inlammatory response that helps to contain infections. It also has systemic effects, many of which are harmful (discussed in Section 3-20). The chemokine CXCL8 is also involved in the local inlammatory response, helping to attract neutrophils to the site of infection. IL-1β, IL-6, and TnF-α have a crucial role in inducing the acute-phase response in the liver and inducing fever, which favors effective host defense in various ways. IL-12 activates natural killer (nK) cells and favors the differentiation of CD4 T cells into the TH1 subset in adaptive immunity.  And figure 3.27"
Langerhans cell,CXCL8,NA,NA,NA,CL_0000453,"111|Important cytokines and chemokines secreted by dendritic cells and macrophages in response to bacterial products include IL-1β, IL-6, CXCL8, IL-12, and TNF-α. TnF-α is an inducer of a local inlammatory response that helps to contain infections. It also has systemic effects, many of which are harmful (discussed in Section 3-20). The chemokine CXCL8 is also involved in the local inlammatory response, helping to attract neutrophils to the site of infection. IL-1β, IL-6, and TnF-α have a crucial role in inducing the acute-phase response in the liver and inducing fever, which favors effective host defense in various ways. IL-12 activates natural killer (nK) cells and favors the differentiation of CD4 T cells into the TH1 subset in adaptive immunity.  And figure 3.27"
myeloid dendritic cell,CXCL8,NA,NA,NA,CL_0000782,"111|Important cytokines and chemokines secreted by dendritic cells and macrophages in response to bacterial products include IL-1β, IL-6, CXCL8, IL-12, and TNF-α. TnF-α is an inducer of a local inlammatory response that helps to contain infections. It also has systemic effects, many of which are harmful (discussed in Section 3-20). The chemokine CXCL8 is also involved in the local inlammatory response, helping to attract neutrophils to the site of infection. IL-1β, IL-6, and TnF-α have a crucial role in inducing the acute-phase response in the liver and inducing fever, which favors effective host defense in various ways. IL-12 activates natural killer (nK) cells and favors the differentiation of CD4 T cells into the TH1 subset in adaptive immunity.  And figure 3.27"
CD11b-positive dendritic cell,IFNa,NA,NA,NA,CL_0002465,811|Table Appendix III
CD8_alpha-positive CD11b-negative dendritic cell,IFNa,NA,NA,NA,CL_0001000,811|Table Appendix III
conventional dendritic cell,IFNa,NA,NA,NA,CL_0000990,811|Table Appendix III
Langerhans cell,IFNa,NA,NA,NA,CL_0000453,811|Table Appendix III
myeloid dendritic cell,IFNa,NA,NA,NA,CL_0000782,811|Table Appendix III
CD11b-positive dendritic cell,IL1,NA,NA,NA,CL_0002465,"518|As described in Section 9-8, activated dendritic cells will express high levels of co-stimulatory molecules and cytokines such as IL-1, IL-6, IL-12, and IL-23, and promote development of effector T cells.,524|Figure 12.23"
CD8_alpha-positive CD11b-negative dendritic cell,IL1,NA,NA,NA,CL_0001000,"518|As described in Section 9-8, activated dendritic cells will express high levels of co-stimulatory molecules and cytokines such as IL-1, IL-6, IL-12, and IL-23, and promote development of effector T cells.,524|Figure 12.23"
conventional dendritic cell,IL1,NA,NA,NA,CL_0000990,"518|As described in Section 9-8, activated dendritic cells will express high levels of co-stimulatory molecules and cytokines such as IL-1, IL-6, IL-12, and IL-23, and promote development of effector T cells.,524|Figure 12.23"
Langerhans cell,IL1,NA,NA,NA,CL_0000453,"518|As described in Section 9-8, activated dendritic cells will express high levels of co-stimulatory molecules and cytokines such as IL-1, IL-6, IL-12, and IL-23, and promote development of effector T cells.,524|Figure 12.23"
myeloid dendritic cell,IL1,NA,NA,NA,CL_0000782,"518|As described in Section 9-8, activated dendritic cells will express high levels of co-stimulatory molecules and cytokines such as IL-1, IL-6, IL-12, and IL-23, and promote development of effector T cells.,524|Figure 12.23"
Langerhans cell,IL10,Positive,2,5.4,CL_0000453,"503|In mice, the most abundant subset of dendritic cells in the Peyer’s patch expresses CD11b (αM integrin) and, when activated, tends to produce IL-23. This promotes development of TH17 cells and stimulates ILC3 cells, both of which produce IL-17 and IL-22 (see Sections 3-23 and 11-2). These dendritic cells express CCR6, the receptor for CCL20 produced by follicle-associated epithelial cells. In resting conditions, they reside beneath the epithelium and produce IL-10 in response to antigen uptake, maintaining a noninflammatory environment.,508|Binding of the IgA-containing complex to DC-SIGN on the dendritic cells induces them to produce anti-inflammatory IL-10.,508|Uptake of IgA:antigen complexes by dendritic cells also induces these cells to produce anti-inflammatory IL-10. Together these properties mean that IgA can limit the penetration of microbes into the mucosa without risking inflammatory damage to these fragile tissues, something that would be potentially harmful in the intestine.,811|Table Appendix III"
conventional dendritic cell,IL10,Positive,2,11.21,CL_0000990,"503|In mice, the most abundant subset of dendritic cells in the Peyer’s patch expresses CD11b (αM integrin) and, when activated, tends to produce IL-23. This promotes development of TH17 cells and stimulates ILC3 cells, both of which produce IL-17 and IL-22 (see Sections 3-23 and 11-2). These dendritic cells express CCR6, the receptor for CCL20 produced by follicle-associated epithelial cells. In resting conditions, they reside beneath the epithelium and produce IL-10 in response to antigen uptake, maintaining a noninflammatory environment.,508|Binding of the IgA-containing complex to DC-SIGN on the dendritic cells induces them to produce anti-inflammatory IL-10.,508|Uptake of IgA:antigen complexes by dendritic cells also induces these cells to produce anti-inflammatory IL-10. Together these properties mean that IgA can limit the penetration of microbes into the mucosa without risking inflammatory damage to these fragile tissues, something that would be potentially harmful in the intestine.,811|Table Appendix III"
myeloid dendritic cell,IL10,Positive,5,15.84,CL_0000782,"503|In mice, the most abundant subset of dendritic cells in the Peyer’s patch expresses CD11b (αM integrin) and, when activated, tends to produce IL-23. This promotes development of TH17 cells and stimulates ILC3 cells, both of which produce IL-17 and IL-22 (see Sections 3-23 and 11-2). These dendritic cells express CCR6, the receptor for CCL20 produced by follicle-associated epithelial cells. In resting conditions, they reside beneath the epithelium and produce IL-10 in response to antigen uptake, maintaining a noninflammatory environment.,508|Binding of the IgA-containing complex to DC-SIGN on the dendritic cells induces them to produce anti-inflammatory IL-10.,508|Uptake of IgA:antigen complexes by dendritic cells also induces these cells to produce anti-inflammatory IL-10. Together these properties mean that IgA can limit the penetration of microbes into the mucosa without risking inflammatory damage to these fragile tissues, something that would be potentially harmful in the intestine.,811|Table Appendix III"
CD11b-positive dendritic cell,IL10,NA,NA,NA,CL_0002465,"503|In mice, the most abundant subset of dendritic cells in the Peyer’s patch expresses CD11b (αM integrin) and, when activated, tends to produce IL-23. This promotes development of TH17 cells and stimulates ILC3 cells, both of which produce IL-17 and IL-22 (see Sections 3-23 and 11-2). These dendritic cells express CCR6, the receptor for CCL20 produced by follicle-associated epithelial cells. In resting conditions, they reside beneath the epithelium and produce IL-10 in response to antigen uptake, maintaining a noninflammatory environment.,508|Binding of the IgA-containing complex to DC-SIGN on the dendritic cells induces them to produce anti-inflammatory IL-10.,508|Uptake of IgA:antigen complexes by dendritic cells also induces these cells to produce anti-inflammatory IL-10. Together these properties mean that IgA can limit the penetration of microbes into the mucosa without risking inflammatory damage to these fragile tissues, something that would be potentially harmful in the intestine.,811|Table Appendix III"
CD8_alpha-positive CD11b-negative dendritic cell,IL10,NA,NA,NA,CL_0001000,"503|In mice, the most abundant subset of dendritic cells in the Peyer’s patch expresses CD11b (αM integrin) and, when activated, tends to produce IL-23. This promotes development of TH17 cells and stimulates ILC3 cells, both of which produce IL-17 and IL-22 (see Sections 3-23 and 11-2). These dendritic cells express CCR6, the receptor for CCL20 produced by follicle-associated epithelial cells. In resting conditions, they reside beneath the epithelium and produce IL-10 in response to antigen uptake, maintaining a noninflammatory environment.,508|Binding of the IgA-containing complex to DC-SIGN on the dendritic cells induces them to produce anti-inflammatory IL-10.,508|Uptake of IgA:antigen complexes by dendritic cells also induces these cells to produce anti-inflammatory IL-10. Together these properties mean that IgA can limit the penetration of microbes into the mucosa without risking inflammatory damage to these fragile tissues, something that would be potentially harmful in the intestine.,811|Table Appendix III"
myeloid dendritic cell,IL12,Positive,3,19.72,CL_0000782,"111|Important cytokines and chemokines secreted by dendritic cells and macrophages in response to bacterial products include IL-1β, IL-6, CXCL8, IL-12, and TNF-α. TnF-α is an inducer of a local inlammatory response that helps to contain infections. It also has systemic effects, many of which are harmful (discussed in Section 3-20). The chemokine CXCL8 is also involved in the local inlammatory response, helping to attract neutrophils to the site of infection. IL-1β, IL-6, and TnF-α have a crucial role in inducing the acute-phase response in the liver and inducing fever, which favors effective host defense in various ways. IL-12 activates natural killer (nK) cells and favors the differentiation of CD4 T cells into the TH1 subset in adaptive immunity.  And figure 3.27,122|Group 1 ILCs (ILC1s) generate IFN-γ in response to activation by certain cytokines, in particular IL-12 and IL-18, made by dendritic cells and macrophages, and they function in protection against infection by viruses or intracellular pathogens.,125|NK cells that can kill sensitive targets can be isolated from uninfected individuals, but this activity is increased 20- to 100-fold when NK cells are exposed to IFN-α and IFN-β, or to IL-12, a cytokine produced by dendritic cells and macrophages during infection by many types of pathogens.,363|Activation of plasmacytoid dendritic cells through TLR-9 induces the expression of CD40 ligand (CD40L or CD154), a TNF-family transmembrane cytokine, which binds to CD40, a TNF-family receptor that is expressed by  activated conventional dendritic cells. This interaction enables conventional dendritic cells to sustain production of the pro-inflammatory cytokine IL-12, strengthening the IL-12-induced production of IFN-γ by T cells.,363|Normally, IL-12 made by conventional dendritic cells induces CD4 T cells to produce abundant IFN-γ, which helps macrophages kill the bacteria.,368|Figure 9.22,376|These T cells are now committed to becoming TH1 cells, and can be further activated by IL-12 produced by dendritic cells and macrophages to induce STAT4 signaling.,378|Thus, certain intracellular bacterial infections (for example, mycobacteria and Listeria) induce dendritic cells and macrophages to produce IL-12, favoring the emergence of TH1 effector cells.,451|As discussed in Chapter 3, ILC1s and related NK cells are characterized by their production of IFN-γ in response to IL-12 and IL-18 produced by pathogen-activated dendritic cells and macrophages.,470|Cytokines IL-12 and IL-18 made by dendritic cells can induce bystander CD8 T cells to produce IFN-g  And Figure 11.21,470|Right panels: activated dendritic cells also produce the cytokines IL-12 and IL-18, whose combined effect on CD8 T cells rapidly induces the production of IFN-γ (upper right panel). This activates macrophages for the destruction of intracellular bacteria and can promote antiviral responses in other cells (lower right panel).,518|As described in Section 9-8, activated dendritic cells will express high levels of co-stimulatory molecules and cytokines such as IL-1, IL-6, IL-12, and IL-23, and promote development of effector T cells.,811|Table Appendix III"
CD11b-positive dendritic cell,IL12,NA,NA,NA,CL_0002465,"111|Important cytokines and chemokines secreted by dendritic cells and macrophages in response to bacterial products include IL-1β, IL-6, CXCL8, IL-12, and TNF-α. TnF-α is an inducer of a local inlammatory response that helps to contain infections. It also has systemic effects, many of which are harmful (discussed in Section 3-20). The chemokine CXCL8 is also involved in the local inlammatory response, helping to attract neutrophils to the site of infection. IL-1β, IL-6, and TnF-α have a crucial role in inducing the acute-phase response in the liver and inducing fever, which favors effective host defense in various ways. IL-12 activates natural killer (nK) cells and favors the differentiation of CD4 T cells into the TH1 subset in adaptive immunity.  And figure 3.27,122|Group 1 ILCs (ILC1s) generate IFN-γ in response to activation by certain cytokines, in particular IL-12 and IL-18, made by dendritic cells and macrophages, and they function in protection against infection by viruses or intracellular pathogens.,125|NK cells that can kill sensitive targets can be isolated from uninfected individuals, but this activity is increased 20- to 100-fold when NK cells are exposed to IFN-α and IFN-β, or to IL-12, a cytokine produced by dendritic cells and macrophages during infection by many types of pathogens.,363|Activation of plasmacytoid dendritic cells through TLR-9 induces the expression of CD40 ligand (CD40L or CD154), a TNF-family transmembrane cytokine, which binds to CD40, a TNF-family receptor that is expressed by  activated conventional dendritic cells. This interaction enables conventional dendritic cells to sustain production of the pro-inflammatory cytokine IL-12, strengthening the IL-12-induced production of IFN-γ by T cells.,363|Normally, IL-12 made by conventional dendritic cells induces CD4 T cells to produce abundant IFN-γ, which helps macrophages kill the bacteria.,368|Figure 9.22,376|These T cells are now committed to becoming TH1 cells, and can be further activated by IL-12 produced by dendritic cells and macrophages to induce STAT4 signaling.,378|Thus, certain intracellular bacterial infections (for example, mycobacteria and Listeria) induce dendritic cells and macrophages to produce IL-12, favoring the emergence of TH1 effector cells.,451|As discussed in Chapter 3, ILC1s and related NK cells are characterized by their production of IFN-γ in response to IL-12 and IL-18 produced by pathogen-activated dendritic cells and macrophages.,470|Cytokines IL-12 and IL-18 made by dendritic cells can induce bystander CD8 T cells to produce IFN-g  And Figure 11.21,470|Right panels: activated dendritic cells also produce the cytokines IL-12 and IL-18, whose combined effect on CD8 T cells rapidly induces the production of IFN-γ (upper right panel). This activates macrophages for the destruction of intracellular bacteria and can promote antiviral responses in other cells (lower right panel).,518|As described in Section 9-8, activated dendritic cells will express high levels of co-stimulatory molecules and cytokines such as IL-1, IL-6, IL-12, and IL-23, and promote development of effector T cells.,811|Table Appendix III"
CD8_alpha-positive CD11b-negative dendritic cell,IL12,NA,NA,NA,CL_0001000,"111|Important cytokines and chemokines secreted by dendritic cells and macrophages in response to bacterial products include IL-1β, IL-6, CXCL8, IL-12, and TNF-α. TnF-α is an inducer of a local inlammatory response that helps to contain infections. It also has systemic effects, many of which are harmful (discussed in Section 3-20). The chemokine CXCL8 is also involved in the local inlammatory response, helping to attract neutrophils to the site of infection. IL-1β, IL-6, and TnF-α have a crucial role in inducing the acute-phase response in the liver and inducing fever, which favors effective host defense in various ways. IL-12 activates natural killer (nK) cells and favors the differentiation of CD4 T cells into the TH1 subset in adaptive immunity.  And figure 3.27,122|Group 1 ILCs (ILC1s) generate IFN-γ in response to activation by certain cytokines, in particular IL-12 and IL-18, made by dendritic cells and macrophages, and they function in protection against infection by viruses or intracellular pathogens.,125|NK cells that can kill sensitive targets can be isolated from uninfected individuals, but this activity is increased 20- to 100-fold when NK cells are exposed to IFN-α and IFN-β, or to IL-12, a cytokine produced by dendritic cells and macrophages during infection by many types of pathogens.,363|Activation of plasmacytoid dendritic cells through TLR-9 induces the expression of CD40 ligand (CD40L or CD154), a TNF-family transmembrane cytokine, which binds to CD40, a TNF-family receptor that is expressed by  activated conventional dendritic cells. This interaction enables conventional dendritic cells to sustain production of the pro-inflammatory cytokine IL-12, strengthening the IL-12-induced production of IFN-γ by T cells.,363|Normally, IL-12 made by conventional dendritic cells induces CD4 T cells to produce abundant IFN-γ, which helps macrophages kill the bacteria.,368|Figure 9.22,376|These T cells are now committed to becoming TH1 cells, and can be further activated by IL-12 produced by dendritic cells and macrophages to induce STAT4 signaling.,378|Thus, certain intracellular bacterial infections (for example, mycobacteria and Listeria) induce dendritic cells and macrophages to produce IL-12, favoring the emergence of TH1 effector cells.,451|As discussed in Chapter 3, ILC1s and related NK cells are characterized by their production of IFN-γ in response to IL-12 and IL-18 produced by pathogen-activated dendritic cells and macrophages.,470|Cytokines IL-12 and IL-18 made by dendritic cells can induce bystander CD8 T cells to produce IFN-g  And Figure 11.21,470|Right panels: activated dendritic cells also produce the cytokines IL-12 and IL-18, whose combined effect on CD8 T cells rapidly induces the production of IFN-γ (upper right panel). This activates macrophages for the destruction of intracellular bacteria and can promote antiviral responses in other cells (lower right panel).,518|As described in Section 9-8, activated dendritic cells will express high levels of co-stimulatory molecules and cytokines such as IL-1, IL-6, IL-12, and IL-23, and promote development of effector T cells.,811|Table Appendix III"
